participant_code,city,weekend_number_global,property_slug,clutter_treatment,clutter_high,cue_recognition,nasa_tlx_mental,nasa_tlx_physical,nasa_tlx_temporal,nasa_tlx_performance,nasa_tlx_effort,nasa_tlx_frustration,visual_complexity,whole_experiment_time_seconds,choice_task_time_seconds,gender,age,student_status,household_structure,paris_resident,booking_familiarity,belief_thumb_quality,noticed_decoy_checkmark,noticed_decoy_badge,accommodation_preference_open,choice_process_open,belief_thumb_meaning_open,thumb_use_open,feedback_open,failed_comprehension_prize,failed_comprehension_choice_city_weekend,failed_comprehension_no_cancellation,preference_consistency,cued_choice_preference_consistency,n_hotels_in_choice_set,property_page_visits_number,decision_time_seconds,decision_time_imputed,loading_time_seconds,cued_weekend,listing_chosen,listing_clicked,listing_n_clicks,time_on_listing_page_seconds,cluster,cued_listing,checkin,choice_set,would_be_cued,is_substitute_listing,replaced_property_slug
synth0001,arcachon,1,c6x3ovh9dvr1ed78xwzffbcubje69i2lt,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,NA,NA,9,9,321.23101392760873,FALSE,147.58107461361215,TRUE,FALSE,FALSE,0,NA,2,FALSE,2026-10-02,choice_set_1,FALSE,FALSE,NA
synth0001,le-treport,11,2fcai9p1jmf0b-em8jvrd,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,3,217.3416148419492,FALSE,73.46318394318223,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0001,le-treport,11,ktomkxibq,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,3,217.3416148419492,FALSE,73.46318394318223,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0001,le-treport,11,uq4kjzv2rwxsfomyxok2i,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,3,217.3416148419492,FALSE,73.46318394318223,FALSE,FALSE,TRUE,11,268.29159557353705,1,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0001,le-treport,11,kzkrz16hqrucsm2y1cciqxeknltuoz023yycg4nwm-yikmelxnxqe992k8mp,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,3,217.3416148419492,FALSE,73.46318394318223,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-11-13,choice_set_3,FALSE,FALSE,NA
synth0001,le-treport,11,4ktonday-vx6rw869lou8v-60ujnuajzb,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,3,217.3416148419492,FALSE,73.46318394318223,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-11-13,choice_set_3,TRUE,FALSE,NA
synth0001,le-treport,11,mmaq34wkqzy2h68ai6bx9,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,3,217.3416148419492,FALSE,73.46318394318223,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-11-13,choice_set_3,TRUE,FALSE,NA
synth0001,le-treport,12,o1tobyy6h56qfvdsaee32yy,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-10-09,choice_set_4,FALSE,FALSE,NA
synth0001,le-treport,12,nw57pqavbkex45h-yxrufsxlqdgh6vs,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-10-09,choice_set_4,FALSE,FALSE,NA
synth0001,le-treport,12,7djuwksm-c,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,FALSE,TRUE,3,NA,3,FALSE,2026-10-09,choice_set_4,TRUE,FALSE,NA
synth0001,le-treport,12,eebninjlik2ffkztsb31kjff9jchoca,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,FALSE,FALSE,0,NA,3,FALSE,2026-10-09,choice_set_4,FALSE,FALSE,NA
synth0001,le-treport,12,9p6dx5e0nnv7b2h4yu6-1rokk4dj42y8dm9ylot5uyt257t7kncrt3,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,FALSE,TRUE,5,250.9752771956846,2,FALSE,2026-10-09,choice_set_4,TRUE,FALSE,NA
synth0001,le-treport,12,lpfs8kv3dvg-oefqiowu-k1r1h0b0-jwzxj6pm0il6dfz7o-qph0v,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,TRUE,TRUE,6,NA,1,FALSE,2026-10-09,choice_set_4,FALSE,FALSE,NA
synth0001,le-treport,12,7p5bgo3g-ea0fphejkes,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-10-09,choice_set_4,FALSE,FALSE,NA
synth0001,le-treport,12,-yt3tnymuy-mv9sxsgyrz,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-10-09,choice_set_4,TRUE,FALSE,NA
synth0001,le-treport,12,xjs80zz0eu9o9tbuj57cy3ufq0zb8wnqj15mwnfz54woum,N,FALSE,0,25,28,76,80,0,25,4,3603,3130.786999940872,Femme,66,Étudiant,J'habite seul,1,3,4,0,0,distance depuis la mer ou le centre-ville ou une grande ville; distance depuis la gare/aéroport; le prix.,"Pour choisir les logements sur le site, j'ai procédé en sélectionnant d'abord par ordre de priorité. Pour les villes dont le centre ville ne m'intéressait pas, j'ai choisi de prioriser mes choix en fonction de la distance de la plage, des équipements du logement et de l'accessibilité des transports. Pour le cas général, j'ai d'abord priorisé les options possibles dans le logement et j'ai privilégié les hôtels : pas de ménage, restauration possible et équipements de type climatisation disponibles.",que c est ok j aime ou je prefere,je n'ai pas fait attention,expérience intéressante,0,0,0,FALSE,NA,9,5,151.89608169114217,FALSE,122.99877920094877,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-10-09,choice_set_4,FALSE,FALSE,NA
synth0002,le-treport,1,fa-nlkk6nciralfqvxc5bcstxez3inrjjdltb0ys9ydyggjgrfk,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,FALSE,FALSE,0,NA,3,FALSE,2026-11-20,choice_set_1,TRUE,FALSE,NA
synth0002,le-treport,1,9pu3lcpkauvrdw,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,FALSE,TRUE,4,NA,1,FALSE,2026-11-20,choice_set_1,TRUE,FALSE,NA
synth0002,le-treport,1,wc6wwsc1rqi0pvblsoapdbqj3oa07wc0hbldav14rvanxeg2mvo7perguoc,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,FALSE,FALSE,0,NA,2,TRUE,2026-11-20,choice_set_1,FALSE,FALSE,NA
synth0002,le-treport,1,vaxa-jtq6wbcm35vesddosgnbxy-vdi08sqg1ulhsfld2e,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,FALSE,TRUE,2,237.23536191973835,2,FALSE,2026-11-20,choice_set_1,TRUE,FALSE,NA
synth0002,le-treport,1,wemu860k34pkz8esdaly3f5uc-d14fs,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,FALSE,FALSE,0,NA,2,FALSE,2026-11-20,choice_set_1,FALSE,FALSE,NA
synth0002,le-treport,1,0ga4b0-ycb-jiscbwr-zv3a6544fgygjt997zli7wm-ywv,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,FALSE,FALSE,0,NA,1,FALSE,2026-11-20,choice_set_1,FALSE,FALSE,NA
synth0002,le-treport,1,-64t-h2l,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,FALSE,FALSE,0,NA,3,FALSE,2026-11-20,choice_set_1,FALSE,FALSE,NA
synth0002,le-treport,1,c5k549db,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,TRUE,TRUE,10,NA,3,FALSE,2026-11-20,choice_set_1,FALSE,FALSE,NA
synth0002,le-treport,1,k97ygjznx4fgdh-,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,9,497.7947579107713,FALSE,19.411960002500564,TRUE,FALSE,FALSE,0,NA,1,FALSE,2026-11-20,choice_set_1,FALSE,FALSE,NA
synth0002,le-treport,2,gu5i5o5nkp50j3wvj3qvp,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,3,469.97072453261353,FALSE,29.597912100609392,FALSE,FALSE,FALSE,0,NA,1,FALSE,2026-10-09,choice_set_2,FALSE,FALSE,NA
synth0002,le-treport,2,iz2asiyv795p2vtjnbdgerzwfzs23epeb48wcypzyg0hf5aoh53rn,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,3,469.97072453261353,FALSE,29.597912100609392,FALSE,FALSE,FALSE,0,NA,2,FALSE,2026-10-09,choice_set_2,TRUE,FALSE,NA
synth0002,le-treport,2,tvh8ejyiukdmw0lbr4zplc7jfbr9amlwnv6o2aggh0vkq9w,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,3,469.97072453261353,FALSE,29.597912100609392,FALSE,FALSE,TRUE,13,53.465647185221314,3,FALSE,2026-10-09,choice_set_2,TRUE,FALSE,NA
synth0002,le-treport,2,ymzk1blzjv15t3o,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,3,469.97072453261353,FALSE,29.597912100609392,FALSE,FALSE,TRUE,8,244.14374739513732,2,FALSE,2026-10-09,choice_set_2,FALSE,FALSE,NA
synth0002,le-treport,2,mnkm1oh1rqrt8biuxp95p7bta7v36d5oz5z0952dkqqpsellcc5wt4h,N,TRUE,0,34,0,50,99,61,25,3,3380,2230.9779999256134,Homme,39,Non étudiant,J'habite seul,1,1,2,0,1,la localisation  :  pres de la gare  des commerces   j'aime pouvoir visiter les sites touristiques   choisir un quartier calme,"je n'aime pas les sites des particuliers , je mise sur les hotels , je regarde emplacement par rapport au centre ville , je ne m'interresse pas aux notations des personnes qui sont déjà allés , le fait de pouvoir annuler ou pas ne  change rien à mon choix car je n'annule pas",Plusieurs avis positif d'anciens voyageurs tant vis à vis de la géolocalisation que des équipements à l'intérieur,non,Merci à vous c'était très interessant cordialement.,0,1,0,NA,NA,9,3,469.97072453261353,FALSE,29.597912100609392,FALSE,TRUE,TRUE,4,288.37992944871075,2,FALSE,2026-10-09,choice_set_2,FALSE,FALSE,NA
